trade_id,timestamp,symbol,event_type,direction,lot,entry_price,exit_price,sl_price,tp_price,pnl,k_sl_req,k_tp_req,k_sl_eff,k_tp_eff,hold_bars,bars_held,exit_reason,regime_id_at_entry,spread_atr_at_entry,flip_used,model_pack_version,clf_version,prm_version,cost_model_version,event_detail,deal_ticket,position_id,modify_reason,modify_count,tx_authority,pack_dir_at_entry,active_model_pack_dir,runtime_reload_status,ea_version,log_schema_version
TS_00001,2025.04.02 08:10:02,US100,ENTRY,LONG,0.1200,19395.11000000,,19350.55000000,19484.24000000,,6.000000,12.000000,6.000000,12.000000,72,0,,4,0.188498,1,0.1.0,0.1.0,0.1.0,0.1,,2,2,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00001,2025.04.02 10:37:25,US100,EXIT,LONG,0.1200,19395.11000000,19349.96000000,19350.55000000,19484.24000000,-5.42,6.000000,12.000000,6.000000,12.000000,72,28,SL,4,0.188498,1,0.1.0,0.1.0,0.1.0,0.1,,3,2,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00002,2025.04.02 14:30:00,US100,ENTRY,LONG,0.0400,19279.61000000,,19157.26000000,19524.32000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.068654,1,0.1.0,0.1.0,0.1.0,0.1,,4,4,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00002,2025.04.02 16:25:00,US100,EXIT,LONG,0.0400,19279.61000000,19153.46000000,19157.26000000,19524.32000000,-5.05,6.000000,12.000000,6.000000,12.000000,72,22,SL,5,0.068654,1,0.1.0,0.1.0,0.1.0,0.1,,5,4,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00003,2025.04.02 17:10:00,US100,ENTRY,LONG,0.0100,19354.01000000,,19034.68000000,19992.67000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.022547,0,0.1.0,0.1.0,0.1.0,0.1,,6,6,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00003,2025.04.02 18:00:09,US100,EXIT,LONG,0.0100,19354.01000000,19423.19000000,19034.68000000,19992.67000000,0.69,6.000000,12.000000,6.000000,12.000000,72,10,SL,5,0.022547,0,0.1.0,0.1.0,0.1.0,0.1,,7,6,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2025.04.02 18:15:00,US100,ENTRY,LONG,0.0100,19404.26000000,,19121.24000000,19970.30000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.025440,0,0.1.0,0.1.0,0.1.0,0.1,,8,8,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2025.04.02 18:30:00,US100,MODIFY,LONG,0.0100,19404.26000000,,19471.22000000,19970.30000000,,6.000000,12.000000,6.000000,12.000000,72,2,,5,0.025440,0,0.1.0,0.1.0,0.1.0,0.1,,0,8,TRAILING,1,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2025.04.02 18:35:00,US100,MODIFY,LONG,0.0100,19404.26000000,,19494.36000000,19970.30000000,,6.000000,12.000000,6.000000,12.000000,72,3,,5,0.025440,0,0.1.0,0.1.0,0.1.0,0.1,,0,8,TRAILING,2,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2025.04.02 18:40:00,US100,MODIFY,LONG,0.0100,19404.26000000,,19501.02000000,19970.30000000,,6.000000,12.000000,6.000000,12.000000,72,4,,5,0.025440,0,0.1.0,0.1.0,0.1.0,0.1,,0,8,TRAILING,3,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2025.04.02 18:41:49,US100,EXIT,LONG,0.0100,19404.26000000,19505.31000000,19501.02000000,19970.30000000,1.01,6.000000,12.000000,6.000000,12.000000,72,5,SL,5,0.025440,0,0.1.0,0.1.0,0.1.0,0.1,,9,8,,3,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2025.04.02 18:50:00,US100,ENTRY,LONG,0.0200,19454.39000000,,19215.24000000,19932.68000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.030107,0,0.1.0,0.1.0,0.1.0,0.1,,10,10,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2025.04.02 19:20:00,US100,MODIFY,LONG,0.0200,19454.39000000,,19518.55000000,19932.68000000,,6.000000,12.000000,6.000000,12.000000,72,5,,5,0.030107,0,0.1.0,0.1.0,0.1.0,0.1,,0,10,TRAILING,1,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2025.04.02 19:25:00,US100,MODIFY,LONG,0.0200,19454.39000000,,19535.50000000,19932.68000000,,6.000000,12.000000,6.000000,12.000000,72,6,,5,0.030107,0,0.1.0,0.1.0,0.1.0,0.1,,0,10,TRAILING,2,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2025.04.02 19:30:00,US100,MODIFY,LONG,0.0200,19454.39000000,,19542.34000000,19932.68000000,,6.000000,12.000000,6.000000,12.000000,72,7,,5,0.030107,0,0.1.0,0.1.0,0.1.0,0.1,,0,10,TRAILING,3,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2025.04.02 19:35:00,US100,MODIFY,LONG,0.0200,19454.39000000,,19571.17000000,19932.68000000,,6.000000,12.000000,6.000000,12.000000,72,8,,5,0.030107,0,0.1.0,0.1.0,0.1.0,0.1,,0,10,TRAILING,4,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2025.04.02 19:36:13,US100,EXIT,LONG,0.0200,19454.39000000,19575.19000000,19571.17000000,19932.68000000,2.42,6.000000,12.000000,6.000000,12.000000,72,9,SL,5,0.030107,0,0.1.0,0.1.0,0.1.0,0.1,,11,10,,4,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00006,2025.04.02 19:45:00,US100,ENTRY,LONG,0.0200,19593.89000000,,19379.12000000,20023.42000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.033525,0,0.1.0,0.1.0,0.1.0,0.1,,12,12,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
