trade_id,timestamp,symbol,event_type,direction,lot,entry_price,exit_price,sl_price,tp_price,pnl,k_sl_req,k_tp_req,k_sl_eff,k_tp_eff,hold_bars,bars_held,exit_reason,regime_id_at_entry,spread_atr_at_entry,flip_used,model_pack_version,clf_version,prm_version,cost_model_version,event_detail,deal_ticket,position_id,modify_reason,modify_count,tx_authority,pack_dir_at_entry,active_model_pack_dir,runtime_reload_status,ea_version,log_schema_version
TS_00001,2026.01.05 09:10:00,US100,ENTRY,SHORT,0.6000,25340.15000000,,25349.88000000,25281.97000000,,0.963029,5.756434,0.963029,5.756434,13,0,,4,0.059364,1,0.1.0,0.1.0,0.1.0,0.1,,2,2,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,RELOADED,0.2.0,2.0
TS_00001,2026.01.05 10:12:34,US100,EXIT,SHORT,0.6000,25340.15000000,25350.25000000,25349.88000000,25281.97000000,-6.06,0.963029,5.756434,0.963029,5.756434,13,12,SL,4,0.059364,1,0.1.0,0.1.0,0.1.0,0.1,,3,2,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,RELOADED,0.2.0,2.0
TS_00002,2026.01.05 10:45:00,US100,ENTRY,LONG,0.2000,25357.50000000,,25337.71000000,25473.62000000,,1.350202,7.920636,1.350202,7.920636,41,0,,3,0.040926,0,0.1.0,0.1.0,0.1.0,0.1,,4,4,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,RELOADED,0.2.0,2.0
TS_00002,2026.01.05 11:25:24,US100,EXIT,LONG,0.2000,25357.50000000,25337.65000000,25337.71000000,25473.62000000,-3.97,1.350202,7.920636,1.350202,7.920636,41,8,SL,3,0.040926,0,0.1.0,0.1.0,0.1.0,0.1,,5,4,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,RELOADED,0.2.0,2.0
TS_00003,2026.01.05 12:30:00,US100,ENTRY,LONG,0.2200,25378.50000000,,25358.55000000,25510.50000000,,1.517731,10.043125,1.517731,10.043125,51,0,,5,0.045652,0,0.1.0,0.1.0,0.1.0,0.1,,6,6,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,RELOADED,0.2.0,2.0
TS_00003,2026.01.05 15:22:31,US100,EXIT,LONG,0.2200,25378.50000000,25358.40000000,25358.55000000,25510.50000000,-4.42,1.517731,10.043125,1.517731,10.043125,51,34,SL,5,0.045652,0,0.1.0,0.1.0,0.1.0,0.1,,7,6,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,RELOADED,0.2.0,2.0
TS_00004,2026.01.05 16:35:00,US100,ENTRY,SHORT,0.2100,25419.65000000,,25442.52000000,25287.38000000,,0.925228,5.352048,0.925228,5.352048,21,0,,5,0.024277,1,0.1.0,0.1.0,0.1.0,0.1,,8,8,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,RELOADED,0.2.0,2.0
TS_00004,2026.01.05 16:43:33,US100,EXIT,SHORT,0.2100,25419.65000000,25443.00000000,25442.52000000,25287.38000000,-4.90,0.925228,5.352048,0.925228,5.352048,21,1,SL,5,0.024277,1,0.1.0,0.1.0,0.1.0,0.1,,9,8,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,RELOADED,0.2.0,2.0
TS_00005,2026.01.05 16:50:00,US100,ENTRY,LONG,0.1800,25429.00000000,,25398.95000000,25611.62000000,,0.850092,5.166080,0.850092,5.166080,32,0,,5,0.016973,0,0.1.0,0.1.0,0.1.0,0.1,,10,10,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,RELOADED,0.2.0,2.0
TS_00005,2026.01.05 20:18:23,US100,EXIT,LONG,0.1800,25429.00000000,25398.40000000,25398.95000000,25611.62000000,-5.51,0.850092,5.166080,0.850092,5.166080,32,41,SL,5,0.016973,0,0.1.0,0.1.0,0.1.0,0.1,,11,10,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,RELOADED,0.2.0,2.0
