trade_id,timestamp,symbol,event_type,direction,lot,entry_price,exit_price,sl_price,tp_price,pnl,k_sl_req,k_tp_req,k_sl_eff,k_tp_eff,hold_bars,bars_held,exit_reason,regime_id_at_entry,spread_atr_at_entry,flip_used,model_pack_version,clf_version,prm_version,cost_model_version,event_detail,deal_ticket,position_id,modify_reason,modify_count,tx_authority,pack_dir_at_entry,active_model_pack_dir,runtime_reload_status,ea_version,log_schema_version
TS_00001,2024.06.04 09:05:00,US100,ENTRY,SHORT,1.2800,18601.33000000,,18605.97000000,18569.96000000,,0.849895,5.740331,0.849895,5.740331,20,0,,4,0.228728,0,0.1.0,0.1.0,0.1.0,0.1,,2,2,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00001,2024.06.04 09:14:10,US100,EXIT,SHORT,1.2800,18601.33000000,18606.33000000,18605.97000000,18569.96000000,-6.40,0.849895,5.740331,0.849895,5.740331,20,1,SL,4,0.228728,0,0.1.0,0.1.0,0.1.0,0.1,,3,2,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00002,2024.06.04 10:25:00,US100,ENTRY,SHORT,0.4400,18546.08000000,,18559.51000000,18479.68000000,,1.102879,5.452868,1.102879,5.452868,27,0,,5,0.102645,0,0.1.0,0.1.0,0.1.0,0.1,,4,4,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00002,2024.06.04 10:32:47,US100,EXIT,SHORT,0.4400,18546.08000000,18559.71000000,18559.51000000,18479.68000000,-6.00,1.102879,5.452868,1.102879,5.452868,27,1,SL,5,0.102645,0,0.1.0,0.1.0,0.1.0,0.1,,5,4,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00003,2024.06.04 11:05:00,US100,ENTRY,SHORT,0.3000,18553.58000000,,18572.16000000,18467.76000000,,1.188381,5.489113,1.188381,5.489113,31,0,,5,0.079952,0,0.1.0,0.1.0,0.1.0,0.1,,6,6,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00003,2024.06.04 11:06:18,US100,EXIT,SHORT,0.3000,18553.58000000,18572.46000000,18572.16000000,18467.76000000,-5.66,1.188381,5.489113,1.188381,5.489113,31,0,SL,5,0.079952,0,0.1.0,0.1.0,0.1.0,0.1,,7,6,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00004,2024.06.04 11:15:00,US100,ENTRY,SHORT,0.1200,18555.46000000,,18587.22000000,18457.40000000,,1.857447,5.734765,1.857447,5.734765,35,0,,3,0.073106,0,0.1.0,0.1.0,0.1.0,0.1,,8,8,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00004,2024.06.04 11:30:00,US100,EXIT,SHORT,0.1200,18555.46000000,18552.83000000,18587.22000000,18457.40000000,0.32,1.857447,5.734765,1.857447,5.734765,35,3,EARLY_EXIT,3,0.073106,0,0.1.0,0.1.0,0.1.0,0.1,,9,8,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00005,2024.06.04 11:40:00,US100,ENTRY,SHORT,0.1300,18527.71000000,,18560.27000000,18413.19000000,,1.757726,6.181396,1.757726,6.181396,29,0,,3,0.067471,0,0.1.0,0.1.0,0.1.0,0.1,,10,10,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00005,2024.06.04 11:55:00,US100,EXIT,SHORT,0.1300,18527.71000000,18518.83000000,18560.27000000,18413.19000000,1.15,1.757726,6.181396,1.757726,6.181396,29,3,EARLY_EXIT,3,0.067471,0,0.1.0,0.1.0,0.1.0,0.1,,11,10,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00006,2024.06.04 12:00:00,US100,ENTRY,SHORT,0.2900,18518.83000000,,18536.86000000,18412.36000000,,0.970314,5.730415,0.970314,5.730415,27,0,,5,0.067279,0,0.1.0,0.1.0,0.1.0,0.1,,12,12,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00006,2024.06.04 12:20:00,US100,EXIT,SHORT,0.2900,18518.83000000,18500.46000000,18536.86000000,18412.36000000,5.33,0.970314,5.730415,0.970314,5.730415,27,4,EARLY_EXIT,5,0.067279,0,0.1.0,0.1.0,0.1.0,0.1,,13,12,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00007,2024.06.04 12:25:00,US100,ENTRY,SHORT,0.1700,18497.08000000,,18519.47000000,18380.59000000,,1.084009,5.638592,1.084009,5.638592,25,0,,5,0.060508,0,0.1.0,0.1.0,0.1.0,0.1,,14,14,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00007,2024.06.04 12:41:21,US100,EXIT,SHORT,0.1700,18497.08000000,18519.71000000,18519.47000000,18380.59000000,-3.85,1.084009,5.638592,1.084009,5.638592,25,3,SL,5,0.060508,0,0.1.0,0.1.0,0.1.0,0.1,,15,14,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
TS_00008,2024.06.04 12:50:00,US100,ENTRY,SHORT,0.1200,18501.58000000,,18535.74000000,18381.81000000,,1.698027,5.953889,1.698027,5.953889,32,0,,3,0.062140,0,0.1.0,0.1.0,0.1.0,0.1,,16,16,,0,TX_DEAL,triple_sigma_pack_step15_q1,triple_sigma_pack_step15_q1,INIT,0.2.0,2.0
