trade_id,timestamp,symbol,event_type,direction,lot,entry_price,exit_price,sl_price,tp_price,pnl,k_sl_req,k_tp_req,k_sl_eff,k_tp_eff,hold_bars,bars_held,exit_reason,regime_id_at_entry,spread_atr_at_entry,flip_used,model_pack_version,clf_version,prm_version,cost_model_version,event_detail,deal_ticket,position_id,modify_reason,modify_count,tx_authority,pack_dir_at_entry,active_model_pack_dir,runtime_reload_status,ea_version,log_schema_version
TS_00001,2023.05.03 08:55:00,US100,ENTRY,LONG,0.1900,13128.95000000,,13099.81000000,13187.24000000,,6.000000,12.000000,6.000000,12.000000,72,0,,2,0.308824,0,0.1.0,0.1.0,0.1.0,0.1,,2,2,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00001,2023.05.03 15:00:00,US100,EXIT,LONG,0.1900,13128.95000000,13152.70000000,13099.81000000,13187.24000000,4.51,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,2,0.308824,0,0.1.0,0.1.0,0.1.0,0.1,,3,2,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00002,2023.05.03 15:15:00,US100,ENTRY,LONG,0.1300,13154.95000000,,13112.89000000,13239.08000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.213958,0,0.1.0,0.1.0,0.1.0,0.1,,4,4,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00002,2023.05.03 21:15:00,US100,EXIT,LONG,0.1300,13154.95000000,13170.45000000,13112.89000000,13239.08000000,2.02,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,3,0.213958,0,0.1.0,0.1.0,0.1.0,0.1,,5,4,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00003,2023.05.03 21:35:00,US100,ENTRY,LONG,0.0300,13169.95000000,,13008.82000000,13492.22000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.055854,0,0.1.0,0.1.0,0.1.0,0.1,,6,6,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00003,2023.05.04 01:01:00,US100,EXIT,LONG,0.0300,13169.95000000,13008.00000000,13008.82000000,13492.22000000,-4.98,6.000000,12.000000,6.000000,12.000000,72,29,SL,3,0.055854,0,0.1.0,0.1.0,0.1.0,0.1,,7,6,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2023.05.04 06:20:00,US100,ENTRY,LONG,0.1600,13088.00000000,,13053.76000000,13156.49000000,,6.000000,12.000000,6.000000,12.000000,72,0,,4,0.262829,0,0.1.0,0.1.0,0.1.0,0.1,,8,8,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2023.05.04 10:11:12,US100,EXIT,LONG,0.1600,13088.00000000,13053.50000000,13053.76000000,13156.49000000,-5.52,6.000000,12.000000,6.000000,12.000000,72,46,SL,4,0.262829,0,0.1.0,0.1.0,0.1.0,0.1,,9,8,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2023.05.04 10:35:00,US100,ENTRY,LONG,0.0900,13054.00000000,,12994.96000000,13172.07000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.152450,1,0.1.0,0.1.0,0.1.0,0.1,,10,10,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2023.05.04 16:31:05,US100,EXIT,LONG,0.0900,13054.00000000,12994.87000000,12994.96000000,13172.07000000,-5.32,6.000000,12.000000,6.000000,12.000000,72,71,SL,5,0.152450,1,0.1.0,0.1.0,0.1.0,0.1,,11,10,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
