trade_id,timestamp,symbol,event_type,direction,lot,entry_price,exit_price,sl_price,tp_price,pnl,k_sl_req,k_tp_req,k_sl_eff,k_tp_eff,hold_bars,bars_held,exit_reason,regime_id_at_entry,spread_atr_at_entry,flip_used,model_pack_version,clf_version,prm_version,cost_model_version,event_detail,deal_ticket,position_id,modify_reason,modify_count,tx_authority,pack_dir_at_entry,active_model_pack_dir,runtime_reload_status,ea_version,log_schema_version
TS_00001,2025.04.02 08:10:02,US100,ENTRY,LONG,0.1200,19395.11000000,,19350.55000000,19484.24000000,,6.000000,12.000000,6.000000,12.000000,72,0,,4,0.188498,1,0.1.0,0.1.0,0.1.0,0.1,,2,2,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00001,2025.04.02 10:37:25,US100,EXIT,LONG,0.1200,19395.11000000,19349.96000000,19350.55000000,19484.24000000,-5.42,6.000000,12.000000,6.000000,12.000000,72,28,SL,4,0.188498,1,0.1.0,0.1.0,0.1.0,0.1,,3,2,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00002,2025.04.02 14:30:00,US100,ENTRY,LONG,0.0400,19279.61000000,,19157.26000000,19524.32000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.068654,1,0.1.0,0.1.0,0.1.0,0.1,,4,4,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00002,2025.04.02 16:25:00,US100,EXIT,LONG,0.0400,19279.61000000,19153.46000000,19157.26000000,19524.32000000,-5.05,6.000000,12.000000,6.000000,12.000000,72,22,SL,5,0.068654,1,0.1.0,0.1.0,0.1.0,0.1,,5,4,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00003,2025.04.02 17:10:00,US100,ENTRY,LONG,0.0100,19354.01000000,,19034.68000000,19992.67000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.022547,0,0.1.0,0.1.0,0.1.0,0.1,,6,6,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00003,2025.04.02 18:05:00,US100,MODIFY,LONG,0.0100,19354.01000000,,19034.68000000,19593.51000000,,6.000000,12.000000,6.000000,12.000000,72,10,,5,0.022547,0,0.1.0,0.1.0,0.1.0,0.1,,0,6,TP_RESHAPE,1,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00003,2025.04.02 19:31:18,US100,EXIT,LONG,0.0100,19354.01000000,19593.81000000,19034.68000000,19593.51000000,2.40,6.000000,12.000000,6.000000,12.000000,72,28,TP,5,0.022547,0,0.1.0,0.1.0,0.1.0,0.1,,7,6,,1,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2025.04.02 19:40:00,US100,ENTRY,LONG,0.0200,19576.76000000,,19368.48000000,19993.32000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.034569,0,0.1.0,0.1.0,0.1.0,0.1,,8,8,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2025.04.02 19:55:00,US100,MODIFY,LONG,0.0200,19576.76000000,,19368.48000000,19732.97000000,,6.000000,12.000000,6.000000,12.000000,72,2,,5,0.034569,0,0.1.0,0.1.0,0.1.0,0.1,,0,8,TP_RESHAPE,1,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2025.04.02 23:13:27,US100,EXIT,LONG,0.0200,19576.76000000,19737.09000000,19368.48000000,19732.97000000,3.21,6.000000,12.000000,6.000000,12.000000,72,42,TP,5,0.034569,0,0.1.0,0.1.0,0.1.0,0.1,,9,8,,1,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2025.04.03 07:05:00,US100,ENTRY,LONG,0.0400,18944.39000000,,18809.87000000,19213.43000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.062444,0,0.1.0,0.1.0,0.1.0,0.1,,10,10,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2025.04.03 11:45:00,US100,MODIFY,LONG,0.0400,18944.39000000,,18809.87000000,19045.28000000,,6.000000,12.000000,6.000000,12.000000,72,55,,3,0.062444,0,0.1.0,0.1.0,0.1.0,0.1,,0,10,TP_RESHAPE,1,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2025.04.03 13:05:00,US100,EXIT,LONG,0.0400,18944.39000000,18857.37000000,18809.87000000,19045.28000000,-3.48,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,3,0.062444,0,0.1.0,0.1.0,0.1.0,0.1,,11,10,,1,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00006,2025.04.03 13:35:00,US100,ENTRY,LONG,0.0200,18831.14000000,,18625.16000000,19243.11000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.040780,1,0.1.0,0.1.0,0.1.0,0.1,,12,12,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00006,2025.04.03 17:47:35,US100,EXIT,LONG,0.0200,18831.14000000,18624.84000000,18625.16000000,19243.11000000,-4.13,6.000000,12.000000,6.000000,12.000000,72,50,SL,5,0.040780,1,0.1.0,0.1.0,0.1.0,0.1,,13,12,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00007,2025.04.03 17:55:00,US100,ENTRY,LONG,0.0100,18608.29000000,,18225.68000000,19373.50000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.018818,1,0.1.0,0.1.0,0.1.0,0.1,,14,14,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00007,2025.04.03 18:45:00,US100,MODIFY,LONG,0.0100,18608.29000000,,18225.68000000,18895.25000000,,6.000000,12.000000,6.000000,12.000000,72,9,,3,0.018818,1,0.1.0,0.1.0,0.1.0,0.1,,0,14,TP_RESHAPE,1,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00007,2025.04.03 23:55:00,US100,EXIT,LONG,0.0100,18608.29000000,18467.37000000,18225.68000000,18895.25000000,-1.41,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,3,0.018818,1,0.1.0,0.1.0,0.1.0,0.1,,15,14,,1,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
