trade_id,timestamp,symbol,event_type,direction,lot,entry_price,exit_price,sl_price,tp_price,pnl,k_sl_req,k_tp_req,k_sl_eff,k_tp_eff,hold_bars,bars_held,exit_reason,regime_id_at_entry,spread_atr_at_entry,flip_used,model_pack_version,clf_version,prm_version,cost_model_version,event_detail,deal_ticket,position_id,modify_reason,modify_count,tx_authority,pack_dir_at_entry,active_model_pack_dir,runtime_reload_status,ea_version,log_schema_version
TS_00001,2025.04.02 08:10:02,US100,ENTRY,LONG,0.1200,19395.11000000,,19350.55000000,19484.24000000,,6.000000,12.000000,6.000000,12.000000,72,0,,4,0.188498,1,0.1.0,0.1.0,0.1.0,0.1,,2,2,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00001,2025.04.02 10:37:25,US100,EXIT,LONG,0.1200,19395.11000000,19349.96000000,19350.55000000,19484.24000000,-5.42,6.000000,12.000000,6.000000,12.000000,72,28,SL,4,0.188498,1,0.1.0,0.1.0,0.1.0,0.1,,3,2,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00002,2025.04.02 14:30:00,US100,ENTRY,LONG,0.0400,19279.61000000,,19157.26000000,19524.32000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.068654,1,0.1.0,0.1.0,0.1.0,0.1,,4,4,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00002,2025.04.02 16:25:00,US100,EXIT,LONG,0.0400,19279.61000000,19153.46000000,19157.26000000,19524.32000000,-5.05,6.000000,12.000000,6.000000,12.000000,72,22,SL,5,0.068654,1,0.1.0,0.1.0,0.1.0,0.1,,5,4,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00003,2025.04.02 17:10:00,US100,ENTRY,LONG,0.0100,19354.01000000,,19034.68000000,19992.67000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.022547,0,0.1.0,0.1.0,0.1.0,0.1,,6,6,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00003,2025.04.02 18:00:08,US100,EXIT,LONG,0.0100,19354.01000000,19432.31000000,19034.68000000,19992.67000000,0.78,6.000000,12.000000,6.000000,12.000000,72,10,SL,5,0.022547,0,0.1.0,0.1.0,0.1.0,0.1,,7,6,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2025.04.02 18:15:00,US100,ENTRY,LONG,0.0100,19404.26000000,,19121.24000000,19970.30000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.025440,0,0.1.0,0.1.0,0.1.0,0.1,,8,8,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2025.04.02 18:35:00,US100,MODIFY,LONG,0.0100,19404.26000000,,19475.02000000,19687.28000000,,6.000000,12.000000,6.000000,12.000000,72,3,,5,0.025440,0,0.1.0,0.1.0,0.1.0,0.1,,0,8,TIME_POLICY,1,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00004,2025.04.02 18:45:39,US100,EXIT,LONG,0.0100,19404.26000000,19474.81000000,19475.02000000,19687.28000000,0.71,6.000000,12.000000,6.000000,12.000000,72,6,SL,5,0.025440,0,0.1.0,0.1.0,0.1.0,0.1,,9,8,,1,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2025.04.02 18:55:00,US100,ENTRY,LONG,0.0200,19465.14000000,,19225.19000000,19945.05000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.030006,0,0.1.0,0.1.0,0.1.0,0.1,,10,10,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2025.04.02 19:20:00,US100,MODIFY,LONG,0.0200,19465.14000000,,19525.13000000,19705.10000000,,6.000000,12.000000,6.000000,12.000000,72,4,,5,0.030006,0,0.1.0,0.1.0,0.1.0,0.1,,0,10,TIME_POLICY,1,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00005,2025.04.02 20:12:32,US100,EXIT,LONG,0.0200,19465.14000000,19705.56000000,19525.13000000,19705.10000000,4.81,6.000000,12.000000,6.000000,12.000000,72,15,TP,5,0.030006,0,0.1.0,0.1.0,0.1.0,0.1,,11,10,,1,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00006,2025.04.02 20:25:00,US100,ENTRY,LONG,0.0200,19674.01000000,,19470.49000000,20081.04000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.035378,0,0.1.0,0.1.0,0.1.0,0.1,,12,12,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00006,2025.04.02 21:24:14,US100,EXIT,LONG,0.0200,19674.01000000,19468.19000000,19470.49000000,20081.04000000,-4.12,6.000000,12.000000,6.000000,12.000000,72,11,SL,5,0.035378,0,0.1.0,0.1.0,0.1.0,0.1,,13,12,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00007,2025.04.02 22:25:00,US100,ENTRY,LONG,0.0200,19491.39000000,,19228.13000000,20017.91000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.027350,1,0.1.0,0.1.0,0.1.0,0.1,,14,14,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00007,2025.04.02 22:50:00,US100,MODIFY,LONG,0.0200,19491.39000000,,19557.21000000,19754.65000000,,6.000000,12.000000,6.000000,12.000000,72,4,,5,0.027350,1,0.1.0,0.1.0,0.1.0,0.1,,0,14,TIME_POLICY,1,TX_OR_SYNC,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00007,2025.04.02 23:00:14,US100,EXIT,LONG,0.0200,19491.39000000,19557.21000000,19557.21000000,19754.65000000,1.32,6.000000,12.000000,6.000000,12.000000,72,7,SL,5,0.027350,1,0.1.0,0.1.0,0.1.0,0.1,,15,14,,1,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
TS_00008,2025.04.02 23:10:00,US100,ENTRY,LONG,0.0200,19561.99000000,,19299.54000000,20086.90000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.032006,0,0.1.0,0.1.0,0.1.0,0.1,,16,16,,0,TX_DEAL,triple_sigma_pack_long_step16,triple_sigma_pack_long_step16,INIT,0.2.0,2.0
